TransactionID,Date,Amount,Currency,PaymentType,Status,SenderName,SenderTIN,SenderBank,SenderBankRouting,SenderAccountNo,ReceiverName,ReceiverTIN,ReceiverBank,ReceiverBankRouting,ReceiverAccountNo,BusinessCategory,TransactionFee,IsInternational,Notes,ProcessedBy,BankBranch,Region,Channel,Purpose,CustomerSegment,SettlementDate,FXRate,OriginalCurrency,ChargeBearer,SwiftCode,ComplianceCheck,AMLScore,KYCCheck,TaxWithheld,AuditTrail,TransactionTime,CountryCode,UserDevice,IPAddress,PaymentPriority,Recurring,LinkedTxn,CustomField1,CustomField2,CustomField3,ReferenceNumber,FraudCheck,OriginatingSystem
c74c0dd0-e14c-446b-b66c-32603fa69f86,4/2/2025,1678.6,USD,Wire Debit,Failed,"Sanchez, Silva and Rodriguez",44-4535716,Wells Fargo,068297619,DTDX65966134835666,Ellis Inc,44-2451610,PNC Bank,076815999,BFUE30682425741159,streamline collaborative channels,26.55,FALSE,Leave remember night sit whose.,Tammy Zuniga,West Daniel,West Virginia,Online,Right-sized grid-enabled groupware,SMB,4/1/2025,1,USD,Sender,FMEXGBYG,Pending,0.55,Incomplete,164.83,http://www.reed.com/,5:51:01,US,iOS,194.255.228.107,High,FALSE,ee469065-4d6f-450b-aae9-d367637e2bb7,later,order,view,abf90979-bb77-4969-98c0-cf01a6574961,Suspected,Manual Entry
5cd4cb01-64cb-4260-9db9-210b52b02bfb,4/4/2025,4010.13,USD,Wire Debit,Pending,"Price, Silva and Hodge",14-1265755,Chase,024356853,BQBW23690652234514,Smith Ltd,98-8813177,Chase,046629348,OQJS23187227668418,facilitate front-end e-business,2.67,FALSE,Prevent whom staff purpose and check clearly.,Lindsay Jones,Port Rebecca,Louisiana,Bank Branch,Cross-platform grid-enabled functionalities,Startup,4/3/2025,1,USD,Sender,MOOCGBBDHQY,Passed,0.8,Complete,7.34,http://hill-moore.com/,11:12:55,US,iOS,112.71.22.224,High,TRUE,9a20ea4a-33bd-46b0-99f3-3fdc8233fb9a,itself,sure,control,b4324506-068f-4b90-8234-817786ed3ae3,Suspected,CRM
1b0631b4-45bb-44ff-b310-7951dae07103,4/2/2025,8153.35,USD,Wire Debit,Failed,Berger LLC,15-4514523,Bank of America,084624978,SRBH39739523899158,"Alexander, Harvey and Clark",61-1944151,Wells Fargo,122026535,AXXJ38832396109512,cultivate vertical portals,48.73,FALSE,Investment ability leave skin.,Anthony Robinson,Masseyshire,Vermont,Mobile App,Expanded hybrid knowledgebase,SMB,4/4/2025,1,USD,Receiver,LTVBGBTZ,Pending,0.64,Incomplete,116.08,https://davis.info/,0:06:30,US,iOS,84.91.172.67,Normal,TRUE,b3f1cbb6-19f8-4273-b7f3-4a106cd6d869,board,happy,no,a41cb336-00fe-4d02-924d-60bdd6e2cae9,Clear,ERP
91a058a2-6c6a-4a46-a147-fb568276f684,4/2/2025,12895.49,USD,Wire Credit,Failed,Mack Ltd,72-8478436,Wells Fargo,038382677,AZGW67709282562035,Anderson-Carr,01-5088494,Citibank,071040918,RHGC82157689545036,benchmark proactive vortals,4.48,FALSE,Behavior culture it mean culture Mrs nor.,Kathryn Cowan,West Brooke,Hawaii,Online,Re-contextualized maximized contingency,SMB,4/4/2025,1,USD,Sender,WQJLGBVZ4MH,Passed,0.35,Complete,0.85,https://bond-johns.com/,10:24:12,US,iOS,44.146.128.107,Normal,FALSE,b9ee74c7-6e19-4e0b-982b-d123e7c70122,both,peace,significant,b9cba830-efbe-4963-8891-8da13d3e35ad,Under Review,ERP
f7eaf244-e142-45e7-8748-57461e53a278,4/1/2025,47931.2,USD,Wire Credit,Completed,Cooper-Palmer,34-5080437,Bank of America,096142820,KFJX94007347636808,Walsh-Palmer,76-4104258,PNC Bank,011988632,FDGN55005801670076,utilize holistic channels,16.36,FALSE,Camera address amount street some book.,Angela Hall,Sanchezland,Ohio,Bank Branch,Distributed systemic function,SMB,4/4/2025,1,USD,Receiver,TSYMGBIA,Passed,0.24,Incomplete,29.77,https://may.org/,14:33:04,US,Android,128.35.250.228,Normal,FALSE,a7928d62-59bb-4988-a691-f3264b0c3b45,central,report,upon,1d881678-d56e-44e8-863e-20cd68ee37cf,Clear,Manual Entry
fa1f778e-ba5f-4e5b-9031-ee1a8d5460b9,4/2/2025,48722.39,USD,Wire Credit,Pending,Meadows Inc,61-9162390,Wells Fargo,038396618,WFHK55316881816357,"Mccall, Clark and Robbins",52-7703224,Chase,020091413,LRRL27309482018560,aggregate ubiquitous mindshare,22.51,FALSE,May occur brother receive write.,Matthew Wallace,Lake Kathleenton,New Jersey,Online,Streamlined radical encryption,Enterprise,4/4/2025,1,USD,Sender,JVTRGBRR,Passed,0.55,Incomplete,180.05,http://www.rose.com/,3:11:22,US,iOS,61.170.130.149,High,TRUE,a2053306-fe35-4792-a479-a6304c7be0aa,left,expect,current,38336a2f-b224-429c-a9fe-1b4af26a0dcd,Suspected,CRM
978e69b3-75f4-43b7-a4d9-089654b8161a,4/4/2025,48990.82,USD,Wire Credit,Pending,"Roberts, Turner and Ramirez",88-5263134,Wells Fargo,046147024,TIPC73042731284064,"Williams, Sloan and Anderson",57-2057744,Wells Fargo,021107827,AFMF88592848429878,orchestrate web-enabled initiatives,38.89,FALSE,Special loss price early.,Miguel Petty,East Alyssa,Louisiana,Online,Pre-emptive zero tolerance benchmark,Startup,4/4/2025,1,USD,Sender,DQRKGB7RH31,Passed,0.55,Incomplete,13.82,http://gordon.com/,18:34:23,US,Web,74.205.79.182,Normal,FALSE,54accae6-2aad-44f9-a614-da81398dda67,position,dog,social,dce4cafe-514f-424a-a606-f896dea4f7cb,Clear,CRM
9a41e2ee-c965-4b74-84de-8196120aa69b,4/1/2025,14584.78,USD,Wire Debit,Completed,"Turner, Sanchez and Ruiz",11-7601425,Citibank,085016048,OKRR04565686207496,Jensen PLC,46-9956030,PNC Bank,024770730,PNMI59420757848520,enable turn-key content,24.19,FALSE,Join hold second start effort simply.,Richard Maynard,Johnnyville,Georgia,Online,Reduced 5thgeneration project,Startup,4/3/2025,1,USD,Sender,DHDUGBNHWPA,Flagged,0.79,Complete,55.81,https://www.davis.org/,14:29:44,US,Web,86.210.61.140,High,TRUE,26fff89a-0a27-4fd9-b96e-1c79e02dd1c1,tonight,military,say,6e6ea612-5a62-4555-a1eb-689ada0c43b4,Suspected,ERP
af943d87-d0c4-4257-ae58-2aedcd916625,4/2/2025,18518.25,USD,Wire Credit,Pending,Ball Ltd,66-2317553,Chase,072852639,HIVS15146244630297,Osborne Ltd,15-4367782,Bank of America,021728714,TBVP87838197461496,redefine world-class web services,15.66,FALSE,Cup walk bit bag.,Vincent Freeman,West Kellieland,Kentucky,Bank Branch,Virtual full-range groupware,Enterprise,4/4/2025,1,USD,Receiver,VGZHGBM4ZNH,Pending,0.28,Incomplete,178.69,https://www.cox-garcia.com/,20:09:23,US,Web,167.200.41.128,High,FALSE,033d0189-dc86-4605-876c-8f20d73176c6,but,turn,leader,bb944308-1648-47fe-9fce-d21a88a3c8b0,Under Review,ERP
f5fa9d86-93be-4f10-a8e5-d36ac880286d,4/1/2025,35773.14,USD,Wire Debit,Failed,Vasquez-Price,53-3846958,Citibank,092627187,OSDV78281679522182,"Gamble, Swanson and Smith",56-0638501,Citibank,092493382,GWCF20231722270690,synthesize customized web services,16.38,FALSE,Guess main upon language fly.,Taylor Gillespie,Michaelview,New Jersey,Online,User-centric even-keeled info-mediaries,Startup,4/4/2025,1,USD,Receiver,PTAFGB2N,Pending,0.4,Incomplete,61.18,https://www.christensen.com/,9:15:46,US,iOS,55.1.107.49,Normal,TRUE,8bd32ea6-24b0-47be-a356-53a73893f5e9,science,any,key,e1ffbbe6-8fdf-4ba9-af88-7cb2acdf0931,Clear,Manual Entry
6af34632-652b-4b45-8427-a24e534f9639,4/1/2025,25985.05,USD,Wire Credit,Completed,Spears Ltd,33-7405863,Bank of America,114761316,EJIC44735543907274,"Hodge, Torres and Torres",44-2420471,Wells Fargo,076172713,DYVP06993787090628,e-enable compelling schemas,32.03,FALSE,Ever son behind parent list positive either significant.,Mr. Nathan Holloway Jr.,Manuelton,Kansas,Bank Branch,Profit-focused well-modulated open system,Startup,4/2/2025,1,USD,Receiver,EFYRGBP7,Passed,0.91,Complete,156.07,https://www.knight.com/,6:10:03,US,iOS,103.232.159.99,High,FALSE,a967ff65-33df-439e-a104-071afbe9877d,southern,away,first,263d682d-7d99-46ce-8751-3ed7e2a6969c,Clear,ERP
6c8c21de-cdcf-4946-9681-6af016681cc8,4/1/2025,41013.58,USD,Wire Credit,Pending,"Watkins, Mcclure and Sanford",90-2102498,Wells Fargo,107370727,YHDF79224516277590,"Collier, Wilson and Lopez",15-3459245,Citibank,046423654,CQAL94646119718833,e-enable intuitive content,40.47,FALSE,Second service such mother.,Diana Mcintyre,Williamschester,Maryland,Bank Branch,Centralized secondary info-mediaries,Startup,4/4/2025,1,USD,Receiver,EXPJGBQ2HCG,Pending,0.25,Complete,107.06,https://lewis-gates.net/,22:14:30,US,Android,106.80.129.182,High,TRUE,b43ddb05-c139-4e78-92f3-c03b00bbfa13,our,back,street,aac820c6-6adf-433c-8675-73967467d6f6,Clear,CRM
76613ab0-29ab-4ea7-bcff-eac3e9037cdc,4/1/2025,1766.49,USD,Wire Credit,Failed,Long PLC,23-6798938,Bank of America,041044180,YCSM16386728158597,"Sanchez, Tran and Mcconnell",53-4310926,Wells Fargo,113515657,DTNH95073767068508,utilize seamless web services,38.01,FALSE,Material senior free law cover try he.,Valerie Fowler,Port Morgan,Nebraska,Bank Branch,Diverse dynamic solution,Startup,4/1/2025,1,USD,Receiver,GPAHGBRU,Passed,0.76,Complete,22.01,http://www.howard.info/,15:58:41,US,Android,138.147.144.248,High,FALSE,fc2d07fa-3b59-40e6-b747-f76852a022db,activity,series,see,bcd47ff6-df9b-44cc-a06e-a02a855b9b34,Suspected,Manual Entry
